name,CEFR,Articles,Agreement,Spelling,Choice of lexical item,Absence of necessary explanation or detail,Choice of tense,Referential device,Infinitive construction,Word choice,Punctuation,Redundant component in clause or sentence,Derivational affixes,Tense form,Possessive form of a noun,Confusion of categories,Word order,Confusion of structures,Relative clauses,Noun number,Prepositions,Voice,Absence of a component in clause or sentence,"Change, addition, deletion of a part of collocation",Pronouns,Verb pattern,Parallel constructions,Comparative construction,Coherence,Numerals,Determiners,Prepositional noun,Linking device,Participle or gerund construction,Degree of comparison,Capitalisation,Conjunctions,Modals,Adjective as a collective noun,Negation,Countable/uncountable,Discourse,Inappropriate register,Adjectives,Prepositional adjective,Prepositional adverb,Nouns,Derivation,Compound word,Quantifiers,Adverbs,Vocabulary,Tense,Verbs,Noun + Infinitive,der_level3,der_level4,der_level5,der_level6,mci,num_inf,num_gerunds,density,ls,vs,corrected_vs,squared_vs,lfp_1000,lfp_2000,lfp_uwl,lfp_rest,ndw,ttr,corrected_ttr,root_ttr,log_ttr,uber_ttr,lv,vvi,squared_vv,corrected_vv,vvii,nv,adjv,advv,modv,num_prep,num_linkings,num_shell_noun,av_depth,max_depth,min_depth,num_acl,num_advcl,num_sent,num_tok,av_tok_before_root,av_len_sent,num_cl,num_tu,num_compl_tu,num_coord,num_adj_noun,num_part_noun,num_noun_inf,pos_sim_nei,lemma_sim_nei,pos_sim_all,lemma_sim_all,num_pres_sing,num_pres_plur,num_past_part,num_past_simple
2014_AAl_22_1.txt,B1,10.0,0.0,4.0,1.0,3.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.2,0.0,0.02,3.25,2,1,0.3574468085106383,0.3333333333333333,0.0526315789473684,0.1622214211307625,0.0526315789473684,0.5829787234042553,0.025531914893617,0.025531914893617,0.3659574468085106,89,0.3787234042553191,4.1052638757285385,5.805719850175636,0.8221569857461561,308.82426876233615,0.3787234042553191,0.6842105263157895,8.894736842105264,2.108878474699913,0.1547619047619047,0.0808510638297872,0.0238095238095238,0.119047619047619,0.1428571428571428,19,6,0,5.454545454545454,8,3,6,1,11,235,6.2727272727272725,21.363636363636363,12,12,0,7,2,6,0,15.7,20.7,16.970555555555556,21.496468253968253,9,0,10,1
2014_AAl_23_1.txt,B1,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0344827586206896,0.0689655172413793,0.0,0.0689655172413793,5.5,2,2,0.4080459770114942,0.2535211267605634,0.0714285714285714,0.1889822365046136,0.0714285714285714,0.6781609195402298,0.0344827586206896,0.0632183908045977,0.2241379310344828,80,0.4597701149425287,4.288450139351179,6.064784348631227,0.84938547476726,316.73859319293524,0.4597701149425287,0.7857142857142857,8.642857142857142,2.078804601550749,0.1549295774647887,0.0977011494252873,0.0985915492957746,0.1126760563380281,0.2112676056338028,12,8,0,5.428571428571429,8,3,3,0,7,174,8.714285714285714,24.857142857142858,11,10,1,6,5,4,0,18.5,22.5,20.28611111111111,24.319444444444443,8,0,5,1
2014_AAl_24_1.txt,B1,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.075,0.025,5.0,7,5,0.3737864077669903,0.1818181818181818,0.125,0.3535533905932737,0.25,0.6262135922330098,0.0825242718446602,0.0436893203883495,0.2475728155339805,94,0.4563106796116505,4.631047607372178,6.549290334341206,0.8527403112115078,287.38345109612715,0.4563106796116505,0.875,12.25,2.4748737341529163,0.1818181818181818,0.0825242718446602,0.1038961038961039,0.1818181818181818,0.2857142857142857,9,6,2,4.222222222222222,8,0,3,1,9,206,7.333333333333333,22.88888888888889,16,15,1,2,3,2,0,20.875,25.25,20.848809523809525,25.52425595238095,5,0,3,5
2014_AAl_25_1.txt,B1,8.0,3.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0217391304347826,0.108695652173913,0.0,0.1521739130434782,4.75,9,0,0.4318181818181818,0.1473684210526315,0.0,0.0,0.0,0.7045454545454546,0.059090909090909,0.0409090909090909,0.1954545454545454,100,0.4545454545454545,4.767312946227961,6.741998624632421,0.8538168693354636,203.2156892275491,0.4545454545454545,0.8695652173913043,17.391304347826086,2.9488391230979425,0.2105263157894736,0.1,0.1157894736842105,0.0947368421052631,0.2105263157894736,9,10,1,4.846153846153846,12,2,3,2,13,220,3.1538461538461537,16.923076923076923,24,20,4,2,5,2,0,15.833333333333334,19.33333333333333,15.815767797017797,18.970929533429533,11,0,4,1
2014_AAl_26_1.txt,B1,7.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0227272727272727,0.1818181818181818,0.0454545454545454,0.1363636363636363,4.0,6,1,0.3658536585365853,0.2266666666666666,0.1666666666666666,0.4082482904638631,0.3333333333333333,0.624390243902439,0.0439024390243902,0.0341463414634146,0.297560975609756,87,0.424390243902439,4.296623745425715,6.07634357319533,0.8389817295396924,183.3070872583782,0.424390243902439,0.8333333333333334,8.333333333333334,2.041241452319315,0.1333333333333333,0.0780487804878048,0.12,0.12,0.24,8,11,0,6.6,8,5,2,1,5,205,8.8,41.0,13,11,2,13,8,2,1,40.0,48.0,34.833333333333336,42.10416666666666,3,0,5,5
2014_AAl_27_1.txt,B1,10.0,1.0,3.0,1.0,1.0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0697674418604651,0.0465116279069767,0.0465116279069767,0.0465116279069767,5.25,5,2,0.3990825688073394,0.2183908045977011,0.0,0.0,0.0,0.6100917431192661,0.091743119266055,0.036697247706422,0.2614678899082568,86,0.3944954128440367,4.118653026450951,5.824654968715929,0.8272544118456711,164.84382551915093,0.3944954128440367,0.7857142857142857,8.642857142857142,2.078804601550749,0.1264367816091954,0.1009174311926605,0.0919540229885057,0.1149425287356321,0.2068965517241379,15,12,0,4.6,8,3,1,2,10,218,5.3,21.8,14,13,1,6,8,0,3,20.666666666666668,25.22222222222222,19.14325396825397,23.039770723104056,6,0,4,4
2014_AAl_28_1.txt,B2,2.0,0.0,10.0,2.0,0.0,2.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0454545454545454,0.1136363636363636,0.1136363636363636,0.0681818181818181,4.5,7,0,0.4312796208530806,0.1978021978021978,0.0714285714285714,0.1889822365046136,0.0714285714285714,0.6161137440758294,0.0758293838862559,0.0616113744075829,0.2464454976303317,105,0.4976303317535545,5.111320026867972,7.2284981036259,0.8695971070396714,294.97608139205545,0.4976303317535545,1.0,14.0,2.6457513110645903,0.1538461538461538,0.1279620853080568,0.1538461538461538,0.1318681318681318,0.2857142857142857,15,13,0,4.222222222222222,7,2,4,1,9,211,7.888888888888889,23.444444444444443,14,13,1,1,13,2,0,25.625,31.75,21.432440476190475,27.33080357142857,3,0,7,8
2014_AAl_29_1.txt,B2-,2.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0303030303030303,0.1212121212121212,0.0,0.0303030303030303,3.0,1,1,0.390625,0.1866666666666666,0.0909090909090909,0.2132007163556104,0.0909090909090909,0.671875,0.0520833333333333,0.046875,0.2291666666666666,80,0.4166666666666667,4.08248290463863,5.773502691896258,0.8334817864012236,316.73859319293524,0.4166666666666667,0.8181818181818182,7.363636363636363,1.9188064472004935,0.12,0.09375,0.08,0.16,0.24,14,7,0,4.5,7,3,2,2,8,192,8.25,24.0,8,7,1,3,5,2,0,18.714285714285715,24.714285714285715,19.522108843537417,25.20680272108844,4,0,4,3
2014_AAl_2_1.txt,B1,3.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222222222222222,0.1333333333333333,0.0,0.0444444444444444,4.25,8,1,0.3755458515283842,0.2093023255813953,0.0,0.0,0.0,0.6724890829694323,0.0960698689956331,0.0262008733624454,0.2052401746724891,85,0.37117903930131,3.971789164885981,5.616958103868263,0.8176073883765758,219.4278722856507,0.37117903930131,0.5714285714285714,6.857142857142857,1.8516401995451028,0.1395348837209302,0.0917030567685589,0.0348837209302325,0.0813953488372093,0.1162790697674418,13,8,0,5.0,8,3,3,2,10,229,6.8,22.9,15,13,2,5,4,3,1,14.666666666666666,21.22222222222222,16.89404761904762,22.90546737213404,5,0,5,7
2014_AAl_30_1.txt,B1,7.0,1.0,4.0,5.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0227272727272727,0.0,0.0227272727272727,4.0,11,2,0.3755274261603376,0.2022471910112359,0.1,0.3162277660168379,0.2,0.6582278481012658,0.0759493670886076,0.0337552742616033,0.2320675105485232,89,0.3755274261603376,4.087905388354166,5.781171241908515,0.8208827726610062,172.89278860850084,0.3755274261603376,0.8,12.8,2.5298221281347035,0.1797752808988764,0.080168776371308,0.0898876404494382,0.1011235955056179,0.1910112359550561,14,3,0,3.3125,5,2,2,2,16,237,5.9375,14.8125,19,17,2,7,4,2,0,11.466666666666669,14.533333333333331,13.574260924260924,16.89508436008436,2,0,7,7
2014_AAl_31_1.txt,B1,1.0,1.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0256410256410256,0.1025641025641025,0.0512820512820512,0.0769230769230769,2.75,4,3,0.334841628959276,0.3513513513513513,0.3125,0.8838834764831843,1.5625,0.583710407239819,0.0452488687782805,0.0361990950226244,0.334841628959276,82,0.3710407239819004,3.900342252066851,5.515916910769762,0.8163368706958862,328.08827179937794,0.3710407239819004,0.75,9.0,2.1213203435596424,0.1621621621621621,0.0814479638009049,0.0405405405405405,0.1756756756756756,0.2162162162162162,17,7,0,5.2,7,4,4,2,10,221,8.2,22.1,11,10,1,8,2,3,0,16.555555555555557,21.22222222222222,20.112918871252205,25.41768077601411,5,0,8,4
2014_AAl_32_1.txt,B2,7.0,1.0,3.0,4.0,1.0,1.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0666666666666666,0.1111111111111111,5.0,6,3,0.4347826086956521,0.1777777777777777,0.0,0.0,0.0,0.6714975845410628,0.1062801932367149,0.0096618357487922,0.2125603864734299,99,0.4782608695652174,4.8655845531116055,6.880975663883467,0.8616842605572443,200.4083437259873,0.4782608695652174,0.7777777777777778,10.88888888888889,2.333333333333333,0.1555555555555555,0.1256038647342995,0.1555555555555555,0.0888888888888888,0.2444444444444444,12,4,0,3.3846153846153846,6,2,1,5,13,207,4.923076923076923,15.923076923076923,20,15,5,1,9,1,0,13.416666666666666,16.583333333333332,13.048923761423762,16.712947931697933,12,1,1,1
2014_AAl_33_1.txt,B2,5.0,0.0,0.0,9.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0476190476190476,0.0476190476190476,0.0476190476190476,3.5,3,0,0.380281690140845,0.2222222222222222,0.0,0.0,0.0,0.6150234741784038,0.056338028169014,0.0375586854460093,0.2910798122065727,93,0.4366197183098591,4.505864722937035,6.372255001396044,0.845430421073403,392.3094990648427,0.4366197183098591,0.6470588235294118,7.117647058823529,1.8864844365675968,0.1358024691358024,0.0985915492957746,0.074074074074074,0.0864197530864197,0.1604938271604938,12,5,0,3.4615384615384617,5,2,5,1,13,213,4.076923076923077,16.384615384615383,15,13,2,2,4,5,0,13.666666666666666,17.666666666666668,13.706715969215969,17.397156084656086,9,0,6,2
